type age height falls density
Sugarberry 58 27.07 0 16.1
Dogwood 8 60.82 0 29.4
Dogwood 7 56.09 1 17.5
Elm 67 110.73 0 17.5
Oak 9 89.89 0 27.9
Oak 64 107.63 1 26.3
Sugarberry 48 69.57 0 21.9
Dogwood 14 92.53 0 27.2
Sugarberry 34 78.22 0 10.8
Elm 33 52.54 1 13.3
Elm 37 73.85 0 20.6
Dogwood 32 42.97 1 22.6
Oak 4 26.33 1 28.6
Oak 77 108.22 1 27.2
Dogwood 10 54.42 0 12.1
Elm 16 113.58 0 14.6
Dogwood 7 92.51 0 26.3
Oak 13 37.93 0 24.4
Elm 18 95.95 0 21.6
Oak 29 34.94 0 21.7
Dogwood 7 39.01 0 12.7
Oak 75 111.53 1 25.5
Oak 12 112.67 0 28.8
Elm 18 41.02 0 13.6
Oak 16 69.61 0 26.5
Dogwood 18 67.74 1 29.6
Sugarberry 11 104.89 0 20.6
Elm 7 22.25 0 13.5
Sugarberry 58 98.79 0 16.3
Sugarberry 2 73.2 0 12.6
Dogwood 62 69.72 1 14.9
Sugarberry 5 31.47 1 12.4
Elm 15 72.76 0 20.3
Sugarberry 16 99.61 0 18.4
Elm 10 99.18 1 15.9
Oak 58 69.31 0 21.3
Oak 2 37.22 1 12.4
Sugarberry 18 110.09 0 28.3
Sycamore 1 71.38 0 24.9
Oak 39 56.67 1 18.1
Oak 40 23.93 0 26.4
Elm 54 99.72 0 19.6
Sycamore 38 91.96 0 24.5
Elm 9 91.83 0 14.2
Dogwood 20 104.63 0 23.1
Elm 17 86.72 0 26.4
Sycamore 10 26.1 0 19.5
Sugarberry 43 64.25 0 14.3
Elm 14 102.15 0 11.3
Dogwood 0 20.1 1 21.2
Sycamore 31 54.37 0 27
Elm 22 21.92 0 10
Dogwood 31 115.11 0 16.1
Oak 35 95.06 1 14.4
Oak 4 42.01 0 18.7
Sycamore 94 64.14 1 26.8
Sycamore 22 48.93 0 24.3
Elm 22 95.47 0 23.8
Sugarberry 4 72.86 0 10.8
Sugarberry 44 115.75 0 29.4
Oak 100 77.79 1 20.2
Sycamore 98 40.07 1 23.2
Dogwood 20 53.93 0 12
Dogwood 41 55.46 0 27.5
Sycamore 23 100.27 0 28.7
Sycamore 11 27.08 0 13.2
Elm 14 48.21 0 24.2
Dogwood 17 32.18 0 18.7
Oak 5 81.85 0 14.8
Oak 73 49.92 1 12.1
Elm 82 75.69 0 16.2
Sycamore 70 82.22 0 19
Dogwood 55 55.62 0 10.6
Sycamore 4 113.87 0 27.6
Elm 9 114.41 0 20
Dogwood 38 100.68 0 12.7
Elm 6 63.2 0 13.7
Oak 23 114.2 0 19.4
Sugarberry 7 105.69 1 24.3
Sugarberry 32 115.24 0 25.7
Sugarberry 11 65.07 1 13.9
Sycamore 37 53.67 0 16.9
Elm 12 38.58 1 10.9
Elm 159 96.56 1 21.5
Sycamore 11 52.54 0 15.7
Sugarberry 71 117.38 1 11.5
Oak 8 80.01 1 18
Sycamore 30 48.82 0 12.2
Sugarberry 3 76.96 1 22
Oak 6 45.48 0 24.3
Oak 36 22.65 1 15.4
Sycamore 18 108.13 0 12.5
Oak 23 76.05 0 23.7
Dogwood 36 94.36 1 25.9
Elm 10 75.16 0 21.5
Sycamore 4 82.29 0 20.4
Elm 16 50.77 0 25.2
Sycamore 23 36.12 0 16
Elm 24 49.37 0 14.5
Sugarberry 46 25 0 16.1
Sycamore 22 59.07 1 28.6
Sycamore 10 72.41 0 24.7
Dogwood 15 44.13 0 24.1
Sycamore 34 95.31 0 23.9
Sugarberry 64 40.37 0 29.6
Elm 30 98.93 0 27.5
Sycamore 90 110.88 1 27.5
Oak 10 26.07 0 19.9
Sycamore 27 59.72 0 11
Elm 35 102.73 0 14.9
Sugarberry 103 80.44 1 19.3
Oak 2 94.84 0 16.3
Oak 23 37.55 0 17.1
Sycamore 31 117.04 0 11.9
Elm 31 118.09 1 23.6
Sycamore 52 34.93 0 22.5
Sycamore 10 92.06 0 16.1
Sugarberry 2 75.28 0 12.4
Dogwood 27 104.28 0 24.8
Oak 20 22.27 0 26.2
